1;1;235;20920;61;0;67;63
2;1;235;20917;61;0;67;63
3;1;235;20919;61;0;67;63
4;1;235;20917;61;0;67;63
5;1;235;20917;61;0;67;63
6;1;235;20918;61;0;67;63
7;1;236;20919;61;0;67;63
8;1;236;20917;62;0;67;63
9;1;236;20916;62;0;67;63
10;1;236;20913;63;0;67;63
11;1;236;20917;63;0;67;63
12;1;236;20917;63;0;67;63
13;1;237;20915;63;0;67;63
14;1;237;20917;63;0;67;63
15;1;237;20917;63;0;67;63
16;1;237;20917;63;0;67;63
17;1;237;20918;63;0;67;63
18;1;237;20916;63;0;67;63
19;1;238;20914;63;0;67;63
20;1;238;20915;63;0;67;63
21;1;238;20915;63;0;67;63
22;1;238;20916;63;0;67;63
23;1;238;20917;63;0;67;63
24;1;239;20915;63;0;67;63
25;1;239;20916;63;0;67;63
26;1;239;20916;63;0;67;63
27;1;239;20915;63;0;67;63
28;1;239;20915;63;0;67;63
29;1;239;20919;63;0;67;63
30;1;240;20918;63;0;67;63
31;1;240;20918;63;0;68;63
32;1;240;20918;63;0;68;63
33;1;240;20919;63;0;68;63
34;1;240;20920;63;0;68;63
35;1;240;20918;63;0;68;63
36;1;241;20917;63;0;68;63
37;1;241;20918;63;0;68;63
38;1;241;20918;64;0;68;63
39;1;241;20917;64;0;68;63
40;1;241;20916;64;0;68;63
41;1;241;20915;64;0;68;63
42;1;242;20915;64;0;68;63
43;1;244;20913;66;0;67;63
44;1;244;20915;66;0;67;63
45;1;245;20914;66;0;67;63
46;1;245;20915;66;0;67;63
47;1;245;20917;66;0;67;63
48;1;245;20915;66;0;67;63
49;1;245;20916;66;0;67;63
50;1;246;20915;66;0;67;63
51;1;246;20913;66;0;67;63
52;1;246;20916;66;0;67;63
53;1;246;20915;66;0;67;63
54;1;246;20914;66;0;67;63
55;1;0;20920;0;0;46;47
56;1;0;20916;0;0;46;47
57;1;1;20916;0;0;51;47
58;1;1;20903;0;0;51;47
59;1;1;20913;0;0;51;47
60;1;1;20916;0;0;55;47
61;1;1;20917;0;0;55;47
62;1;1;20917;0;0;55;47
63;1;2;20916;0;0;59;47
64;1;2;20917;0;0;59;47
65;1;2;20919;0;0;62;47
66;1;2;20918;0;0;62;47
67;1;2;20914;0;0;62;47
68;1;3;20917;0;0;64;47
69;1;3;20916;1;0;64;47
70;1;3;20919;1;0;66;47
71;1;4;20916;1;0;67;47
